,owner,owner_type
1276,ngrx,Organization
1277,dotnetcore,Organization
1278,emacs-lsp,Organization
1279,mgechev,User
1280,alexjlockwood,User
1281,bitwarden,Organization
1282,webpack-china,Organization
1283,compodoc,Organization
1284,bitwarden,Organization
1285,taigaio,Organization
1286,willmcpo,User
1287,datorama,Organization
1288,rcbyr,User
1289,roughike,User
1290,ngxs,Organization
1291,surveyjs,Organization
1292,matteobruni,User
1293,Wscats,User
1294,webhooksite,Organization
1295,BuilderIO,Organization
1296,a8m,User
1297,grevory,User
1298,ng-select,Organization
1299,chromelyapps,Organization
1300,tomastrajan,User
1301,angular-ui-tree,Organization
1302,naver,Organization
1303,notadd,Organization
1304,auth0,Organization
1305,sudheerj,User
1306,json-schema-form,Organization
1307,mgechev,User
1308,rafaelfgx,User
1309,bitwarden,Organization
1310,Urigo,User
1311,mattlewis92,User
1312,Shpota,User
1313,dolanmiu,User
1314,NathanWalker,User
1315,Tinkoff,Organization
1316,Teradata,Organization
1317,ngx-formly,Organization
1318,getmeli,Organization
1319,danielsogl,User
1320,KingSora,User
1321,lokalise,Organization
1322,vime-js,Organization
1323,scttcper,User
1324,daybrush,User
1325,rangle,Organization
1326,SebastianM,User
1327,angulartics,Organization
1328,naver,Organization
1329,mgechev,User
1330,start-angular,Organization
1331,trungk18,User
1332,rendora,Organization
1333,angulardart,Organization
1334,lorenzofox3,User
1335,Ismaestro,User
1336,godbasin,User
1337,ng-packagr,Organization
1338,trungk18,User
1339,ngneat,Organization
1340,krakenjs,Organization
1341,joni2back,User
1342,dabit3,User
1343,zhanghuanchong,User
1344,sysgears,Organization
1345,nicejade,User
1346,ever-co,Organization
1347,UniversalMediaServer,Organization
1348,aviabird,Organization
1349,allenhwkim,User
1350,erupts,User
1351,lzxb,User
1352,l-lin,User
1353,KillerCodeMonkey,User
1354,ngneat,Organization
1355,acidb,Organization
1356,victorb,User
1357,formio,Organization
1358,mgechev,User
1359,sadanandpai,User
1360,TrilonIO,Organization
1361,ngx-rocket,Organization
1362,loiane,User
1363,colmena,Organization
1364,Alexintosh,User
1365,danrevah,User
1366,ngneat,Organization
1367,coreui,Organization
1368,ngrx,Organization
1369,angular-redux,Organization
1370,DavideViolante,User
1371,formio,Organization
1372,kamilkisiela,User
1373,asadsahi,User
1374,housseindjirdeh,User
1375,dalelotts,User
1376,jhipster,Organization
1377,DevCloudFE,Organization
1378,auth0,Organization
1379,FortAwesome,Organization
1380,jaywcjlove,User
1381,FancyGrid,Organization
1382,PatrickJS,User
1383,angular-slider,Organization
1384,mgechev,User
1385,ever-co,Organization
1386,rx-angular,Organization
1387,TEAMMATES,Organization
1388,NativeScript,Organization
1389,udos86,User
1390,ngx-rocket,Organization
1391,angular-eslint,Organization
1392,urish,User
1393,AllToMP3,Organization
1394,BuilderIO,Organization
1395,FEGuideTeam,Organization
1396,maciejtreder,User
1397,michaelbromley,User
1398,VadimDez,User
1399,vladimiry,User
1400,xjh22222228,User
1401,orizens,User
1402,emonney,User
1403,huggingface,Organization
1404,CirclonGroup,Organization
1405,mdbootstrap,Organization
1406,paypal,Organization
1407,daybrush,User
1408,Yonet,User
1409,wordpress-clients,Organization
1410,angulartics,Organization
1411,CreativeIT,Organization
1412,VirtoCommerce,Organization
1413,just-jeb,User
1414,SchizoDuckie,User
1415,FountainJS,Organization
1416,johnpapa,User
1417,parrot-translate,Organization
1418,cla-assistant,Organization
1419,eclipsesource,Organization
1420,thomaschampagne,User
1421,xieziyu,User
1422,any86,User
1423,funretro,Organization
1424,sulco,User
1425,JsDaddy,Organization
1426,Jocs,User
1427,naveedgol,User
1428,lyfeyaj,User
1429,seasonstar,User
1430,ng-lightning,Organization
1431,qdouble,User
1432,MurhafSousli,User
1433,hasura,Organization
1434,creativetimofficial,Organization
1435,slimjs,Organization
1436,capricorn86,User
1437,Gbuomprisco,User
1438,mathisGarberg,User
1439,eva-design,Organization
1440,akserg,User
1441,paschmann,User
1442,FileNation,Organization
1443,nicejade,User
1444,AlexKhymenko,User
1445,angular-schule,Organization
1446,phodal,User
1447,orizens,User
1448,luixaviles,User
1449,ng-matero,Organization
1450,swimlane,Organization
1451,jfcere,User
1452,damienbod,User
1453,ngneat,Organization
1454,2muchcoffeecom,User
1455,greggigon,User
1456,Zaelot-Inc,Organization
1457,luyadev,Organization
1458,juggle,Organization
1459,NG-ZORRO,Organization
1460,brunohbrito,User
1461,crisbeto,User
1462,tjoskar,User
1463,thymikee,User
1464,ferdikoomen,User
1465,ngneat,Organization
1466,hueitan,User
1467,damienbod,User
1468,aitboudad,User
1469,ericmdantas,User
1470,fulls1z3,User
1471,fknop,User
1472,Kyusung4698,User
1473,shlomiassaf,User
1474,angular-split,Organization
1475,damoqiongqiu,User
1476,Napster2210,User
1477,ansible,Organization
1478,trailofbits,Organization
1479,StreisandEffect,Organization
1480,bregman-arie,User
1481,kubernetes-sigs,Organization
1482,ansible,Organization
1483,easzlab,Organization
1484,MichaelCade,User
1485,geerlingguy,User
1486,khuedoan,User
1487,curlconverter,Organization
1488,ansible-semaphore,Organization
1489,Tikam02,User
1490,rundeck,Organization
1491,geerlingguy,User
1492,KubeOperator,Organization
1493,clong,User
1494,ansible-community,Organization
1495,opendevops-cn,Organization
1496,werf,Organization
1497,netbootxyz,Organization
1498,welliamcao,User
1499,ansible,Organization
1500,dev-sec,Organization
1501,alixaxel,User
1502,litmuschaos,Organization
1503,roots,Organization
1504,ansistrano,Organization
1505,openshift,Organization
1506,fboender,User
1507,pytest-dev,Organization
1508,leucos,User
1509,Artemmkin,User
1510,geerlingguy,User
1511,Cloudbox,Organization
1512,davestephens,User
1513,plexguide,Organization
1514,adammck,User
1515,ComplianceAsCode,Organization
1516,geerlingguy,User
1517,elastic,Organization
1518,ceph,Organization
1519,ansible-community,Organization
1520,joedicastro,User
1521,geerlingguy,User
1522,turkenh,User
1523,scottslowe,User
1524,ansible,Organization
1525,ManageIQ,Organization
1526,dongweiming,User
1527,ezaquarii,User
1528,geerlingguy,User
1529,ixrjog,User
1530,wise2c-devops,Organization
1531,cloudalchemy,Organization
1532,forem,Organization
1533,geerlingguy,User
1534,debops,Organization
1535,Neeky,User
1536,openedx,Organization
1537,shfshanyue,User
1538,enginyoyen,User
1539,dev-sec,Organization
1540,geerlingguy,User
1541,ANXS,Organization
1542,bluxmit,User
1543,geerlingguy,User
1544,pearofducks,User
1545,sk3pp3r,User
1546,rackerlabs,Organization
1547,pfelk,Organization
1548,nickjj,User
1549,jdauphant,User
1550,phansible,Organization
1551,pythonzm,User
1552,kairen,User
1553,bradymholt,User
1554,geerlingguy,User
1555,geerlingguy,User
1556,ReSearchITEng,User
1557,thomvaill,User
1558,radekg,User
1559,techno-tim,Organization
1560,geerlingguy,User
1561,vstconsulting,Organization
1562,lexrus,User
1563,geerlingguy,User
1564,geerlingguy,User
1565,chadgeary,User
1566,vitabaks,User
1567,swarmlet,Organization
1568,k8s-at-home,Organization
1569,nginxinc,Organization
1570,onedr0p,User
1571,GoogleCloudPlatform,Organization
1572,angstwad,User
1573,laincloud,Organization
1574,ansible,Organization
1575,lework,User
1576,carlalexander,User
1577,cloudalchemy,Organization
1578,thefinn93,User
1579,do-community,Organization
1580,nickjj,User
1581,geerlingguy,User
1582,ansible-community,Organization
1583,microsoft,Organization
1584,R3dy,User
1585,geerlingguy,User
1586,kairen,User
1587,geerlingguy,User
1588,zimmertr,User
1589,cloudalchemy,Organization
1590,William-Yeh,User
1591,apenella,User
1592,ansible-community,Organization
1593,eoli3n,User
1594,confluentinc,Organization
1595,junneyang,User
1596,moabukar,User
1597,geerlingguy,User
1598,chris-short,User
1599,ansible-provisioning,Organization
1600,geerlingguy,User
1601,freeipa,Organization
1602,geerlingguy,User
1603,PyratLabs,Organization
1604,jhaals,User
1605,haidaraM,User
1606,F5Networks,Organization
1607,aleks,User
1608,elasticluster,Organization
1609,rundeck-plugins,Organization
1610,nemonik,User
1611,sadsfae,User
1612,zutianbiao,User
1613,githubixx,User
1614,ruzickap,User
1615,geerlingguy,User
1616,techno-tim,Organization
1617,Hello-Linux,User
1618,Juniper,Organization
1619,lae,User
1620,konstruktoid,User
1621,cogini,Organization
1622,ansible-collections,Organization
1623,geerlingguy,User
1624,tangledhelix,User
1625,Marshall-Hallenbeck,User
1626,ansible-lockdown,Organization
1627,Jakobovski,User
1628,leoiceo,User
1629,rvm,Organization
1630,devilbox,Organization
1631,William-Yeh,User
1632,kubealex,User
1633,SpamScope,Organization
1634,atosatto,User
1635,geerlingguy,User
1636,ansistrano,Organization
1637,antonputra,User
1638,node-ci,Organization
1639,geerlingguy,User
1640,rastating,User
1641,openshift,Organization
1642,Icinga,Organization
1643,geerlingguy,User
1644,redhat-helloworld-msa,Organization
1645,StubbornJava,Organization
1646,chusiang,User
1647,geerlingguy,User
1648,ansible-community,Organization
1649,dell,Organization
1650,crombeen,Organization
1651,PaloAltoNetworks,Organization
1652,jupyterhub,Organization
1653,EmailThis,Organization
1654,riemers,User
1655,ansible-ThoTeam,Organization
1656,bloomberg,Organization
1657,kewlfft,User
1658,vermut,User
1659,opoplawski,User
1660,lvancrayelynghe,User
1661,wi1dcard,User
1662,89luca89,User
1663,willshersystems,Organization
1664,Graylog2,Organization
1665,theforeman,Organization
1666,geerlingguy,User
1667,nusenu,User
1668,groupon,Organization
1669,appsecco,Organization
1670,ansible-community,Organization
1671,w3f,Organization
1672,cloudfirst,User
1673,AnsiPress,Organization
1674,redhat-cop,Organization
1675,dev-sec,Organization
1676,ansible-collections,Organization
1677,pearl-core,Organization
1678,rdbreak,User
1679,ansible-collections,Organization
1680,helmut-hoffer-von-ankershoffen,User
1681,itwars,User
1682,garthvh,User
1683,willhallonline,User
1684,geerlingguy,User
1685,mr-karan,User
1686,geerlingguy,User
1687,caoyingjunz,User
1688,cidrblock,User
1689,dell,Organization
1690,adobe,Organization
1691,linux-system-roles,Organization
1692,maschmann,User
1693,nbering,User
1694,geerlingguy,User
1695,aabouzaid,User
1696,vmware-archive,Organization
1697,jonashackt,User
1698,geerlingguy,User
1699,mrlesmithjr,User
1700,opendevshop,Organization
1701,Madic-,User
1702,nodiscc,User
1703,geerlingguy,User
1704,theforeman,Organization
1705,k8sre,User
1706,octplane,User
1707,ssbostan,User
1708,vegardit,Organization
1709,geerlingguy,User
1710,ANXS,Organization
1711,pschiffe,User
1712,walmartlabs,Organization
1713,containers,Organization
1714,wazuh,Organization
1715,byt3bl33d3r,User
1716,geerlingguy,User
1717,Frojd,Organization
1718,onedr0p,User
1719,Fueled,Organization
1720,geerlingguy,User
1721,P4T12ICK,User
1722,mawalu,User
1723,geerlingguy,User
1724,mrlesmithjr,User
1725,robertdebock,User
1726,alivx,User
1727,ansiblebit,Organization
1728,lxhunter,User
1729,dev-sec,Organization
1730,mpereira,User
1731,ansible,Organization
1732,jborean93,User
1733,pyroscope,User
1734,lae,User
1735,redhat-cop,Organization
1736,dysosmus,User
1737,xeraa,User
1738,trstringer,User
1739,kriansa,User
1740,softwaremill,Organization
1741,serverfarmer,Organization
1742,manala,Organization
1743,n0ts,User
1744,saltyorg,Organization
1745,sensu,Organization
1746,cloudalchemy,Organization
1747,public-apis,Organization
1748,neovim,Organization
1749,strapi,Organization
1750,tiangolo,User
1751,hoppscotch,Organization
1752,slatedocs,Organization
1753,hasura,Organization
1754,ccxt,Organization
1755,YMFE,Organization
1756,Binaryify,User
1757,encode,Organization
1758,littlecodersh,User
1759,paularmstrong,User
1760,Kong,Organization
1761,FallibleInc,Organization
1762,microsoft,Organization
1763,pubkey,User
1764,shieldfy,Organization
1765,directus,Organization
1766,ChainSafe,Organization
1767,learn-anything,Organization
1768,youfou,User
1769,jsdoc,Organization
1770,BrainJS,Organization
1771,fangzesheng,User
1772,OpenAPITools,Organization
1773,graphile,Organization
1774,go-chi,Organization
1775,postmanlabs,Organization
1776,star7th,User
1777,bitwarden,Organization
1778,ruby-grape,Organization
1779,zealdocs,Organization
1780,r-spacex,Organization
1781,lihengming,User
1782,apache,Organization
1783,mswjs,Organization
1784,falconry,Organization
1785,apex,Organization
1786,httpie,Organization
1787,astrit,User
1788,FineUploader,Organization
1789,TonnyL,User
1790,go-swagger,Organization
1791,api-platform,Organization
1792,TykTechnologies,Organization
1793,Jackett,Organization
1794,gotify,Organization
1795,MichalLytek,User
1796,Kapeli,User
1797,Urinx,User
1798,Sylius,Organization
1799,amplication,Organization
1800,oldratlee,User
1801,yagop,User
1802,pedroslopez,User
1803,hanami,Organization
1804,encode,Organization
1805,swoft-cloud,Organization
1806,ponzu-cms,Organization
1807,wechat-miniprogram,Organization
1808,SocialSisterYi,User
1809,eddycjy,User
1810,tumobi,User
1811,graphql-dotnet,Organization
1812,qor,Organization
1813,trpc,Organization
1814,goadesign,Organization
1815,typicode,User
1816,sammchardy,User
1817,cydrobolt,User
1818,webonyx,Organization
1819,Kinto,Organization
1820,loopbackio,Organization
1821,absinthe-graphql,Organization
1822,dicebear,Organization
1823,microsoft,Organization
1824,apiaryio,Organization
1825,acode,Organization
1826,mockoon,Organization
1827,coinpride,User
1828,APIs-guru,Organization
1829,gotenberg,Organization
1830,boringdesigners,Organization
1831,YaoApp,Organization
1832,kriasoft,Organization
1833,heroku,Organization
1834,ckan,Organization
1835,vendure-ecommerce,Organization
1836,lynndylanhurley,User
1837,kemalcr,Organization
1838,gaojiuli,User
1839,dunglas,User
1840,FlutterOpen,Organization
1841,wp-graphql,Organization
1842,spatie,Organization
1843,anggrayudi,User
1844,fanout,Organization
1845,fagongzi,Organization
1846,dotnet,Organization
1847,php-curl-class,Organization
1848,Dotnet-Boxed,Organization
1849,flasgger,Organization
1850,dr5hn,User
1851,DV8FromTheWorld,User
1852,sx1989827,User
1853,jnunemaker,User
1854,PokeAPI,Organization
1855,eolinker,User
1856,amilajack,User
1857,apache,Organization
1858,praw-dev,Organization
1859,APIs-guru,Organization
1860,dunglas,User
1861,0xDkd,User
1862,apiato,Organization
1863,yosriady,User
1864,encoredev,Organization
1865,noirbizarre,User
1866,makenotion,Organization
1867,xiaojinzi123,User
1868,aws-amplify,Organization
1869,pksunkara,User
1870,APIs-guru,Organization
1871,TheHive-Project,Organization
1872,developit,User
1873,infinitered,Organization
1874,disease-sh,Organization
1875,tModLoader,Organization
1876,Swagger2Markup,Organization
1877,motiv-labs,Organization
1878,florent37,User
1879,binance,Organization
1880,actionhero,Organization
1881,docker-java,Organization
1882,orlabs,Organization
1883,shichunlei,User
1884,brookshi,User
1885,EhsanTang,User
1886,LibreTranslate,Organization
1887,open-wa,Organization
1888,hwi,Organization
1889,ladjs,Organization
1890,m3o,Organization
1891,matheuss,User
1892,api-platform,Organization
1893,nelmio,Organization
1894,davidteather,User
1895,neuml,Organization
1896,opnsense,Organization
1897,NARKOZ,User
1898,danielfsousa,User
1899,gothinkster,Organization
1900,sangria-graphql,Organization
1901,DarkaOnLine,User
1902,codingforentrepreneurs,User
1903,kyubotics,Organization
1904,mylxsw,User
1905,GitGuardian,Organization
1906,spatie,Organization
1907,supabase,Organization
1908,hexsum,User
1909,python-gitlab,Organization
1910,tirthajyoti,User
1911,lgsvl,Organization
1912,mirumee,Organization
1913,iridakos,User
1914,FinMind,Organization
1915,facundoolano,User
1916,craigsdennis,User
1917,zalando,Organization
1918,ever-co,Organization
1919,os,User
1920,unicodeveloper,User
1921,timdorr,User
1922,h2non,User
1923,ExpDev07,User
1924,jianyan74,User
1925,JMPerez,User
1926,boyney123,User
1927,httpie,Organization
1928,robsontenorio,User
1929,acode,Organization
1930,YeDaxia,User
1931,FoalTS,Organization
1932,httpcats,Organization
1933,songtianyi,User
1934,metowolf,User
1935,python-restx,Organization
1936,NewLifeX,Organization
1937,gonzalo-bulnes,User
1938,ZhangBohan,User
1939,ml-tooling,Organization
1940,thewhiteh4t,User
1941,WallarooLabs,Organization
1942,ansible-community,Organization
1943,phalapi,User
1944,techgaun,User
1945,guillaumebriday,User
1946,bacen,Organization
1947,yuzutech,Organization
1948,zipmark,Organization
1949,CloudBoost,Organization
1950,gravitee-io,Organization
1951,Discord4J,Organization
1952,odota,Organization
1953,dinubs,User
1954,exiftool,Organization
1955,nodejscn,Organization
1956,alpacahq,Organization
1957,kamilkisiela,User
1958,getkin,Organization
1959,robertlevonyan,User
1960,agconti,User
1961,simple-salesforce,Organization
1962,gotson,User
1963,ebhy,Organization
1964,rstudio,Organization
1965,airesvsg,User
1966,ehmicky,User
1967,dreamfactorysoftware,Organization
1968,open-telemetry,Organization
1969,tortilla,Organization
1970,pomber,User
1971,inlife,User
1972,digitalocean,Organization
1973,scanapi,Organization
1974,hprose,Organization
1975,HolyBugx,User
1976,hexsum,User
1977,mitmproxy,Organization
